number	section	order	name	title	start_page	end_page	remarks
35		11	篠原 順	陛下と食虫植物（ムジナモ）	42		
35		12	小沢 武治	まけいくさとネペンテス	42	46	
35		13	短信		47	52	
35		14	質疑応答		52	53	
35		15	会員紹介欄		53		
35		16	交換欄		54		
35		17	会からのお知らせ		54	57	
35		18	編集後記		58		
36		1	豊島 正巳	フイリッピンの Nepenthes ①ミンダナオ島採集旅行記	1		記載のまま：フイリッピン→フィリピン、訂正した：正己→正巳
36		2	倉田 重夫	フイリッピンの Nepenthes ②ミンドロ島バギオ現地報告	6		記載のまま：フイリッピン→フィリピン
36		3	豊島 正巳・倉田 重夫	新発見の Nepenthes	15		訂正した：正己→正巳
36		4	近藤 誠宏・近藤 勝彦	新輸入の食虫植物(4)	23		
36		5	平野 正治	「オーストラリアコモウセンゴケ」に就いて	27		
36		6	平野 正治	Cephalotus follicularis の葉挿繁殖法について	32		
36		7	近藤 勝彦	Utricularia longifolia その後	36		
36		8	日下部 勇	Pinguicula lutea, Walters	37		
36		9	笠原 一浩	服部他助氏のこと	40		
36		10	日下部 勇	（文献紹介）Pinguicula caudata Schlechter	41		
36		11	日下部 勇	アンケート結果報告	44		
36		12	短信		48		
36		13	質疑応答		50		
36		14	交換欄		55		
36		15	会からのお知らせ		55		
36		16	編集後記		58		
37		1	近藤 勝彦	アメリカ・メキシコの食虫植物 (1)アメリカ(U.S.A.) (2)メキシコ(MEXICO) (3)アメリカ・メキシコの植物園と食虫植物	1	17	
37		2	近藤 勝彦	メキシコ産ムシトリスミレ属について	18	24	
37		3	倉田 重夫	Nepenthes Merrilliana Macf について	25	28	
37		4	近藤 誠宏・近藤 勝彦	Nepenthes thorelii H. Lecomte	28	30	
37		5	近藤 誠宏・近藤 勝彦	新輸入の食虫植物(5)	31	32	
37		6	近藤 勝彦	Nepenthes 実生の観察(2)	32	35	
37		7	日下部 勇	セファロタスの根伏繁殖法	35	37	
37		8	日下部 勇	イシモチソウの生育期に就いて	37	40	
37		9	笠原 一浩	ロイド氏と少年（ビブリスの話）	40	42	
37		10	尾関 照好・近藤 鋼司	入鹿池附近の食虫植物	42	43	
37		11	短信		43	46	
37		12	会からのお知らせ		46	48	
37		13	編集後記		59		
37		14	会員名簿		49	58	
38		1	小宮 定志	ヨーロッパ報り（その1）	1		記載のまま：報り
38		2	小宮 定志	ヨーロッパ報り（その2）	5		記載のまま：報り
38		3	近藤 勝彦	Nepenthes 実生の観察(3)	11		
38		4	近藤 勝彦	Nepenthes 実生の観察(4)	14		
38		5	笠原 一浩	セファロタス栽培の参考意見	17		
38		6	日下部 勇	電動加湿器について	19		
38		7	清水 清	「食虫植物」の出版	22		
38		8	平野 正治	庚申山（コウシンソウ）見学記	24		
38		9	平野 正治	ムジナモ自生地見学会	28		
38		10	日下部 勇	（文献紹介）ボルネオ産 Nepenthes 新種について	29		
38		11	近藤 勝彦	（文献紹介）西部オーストラリアの食虫植物	31		
38		12	日下部 勇	（文献紹介）希望峰の肉食植物（其の1）	33		
38		13	短信		39		
38		14	交換欄		44		
38		15	会からの御知らせ		44		記載のまま：「お」が「御」
38		16	編集後記		46		訂正した：編揖後記→編集後記
39		1	小宮 定志	ヨーロッパ報り（その3）	1		記載のまま：報り
39		2	村田 弘之	中・南米の食虫植物(2)	5		
39		3	村田 弘之	南アフリカ（喜望峰）の食虫植物について	9		
39		4	近藤 勝彦	メキシコ産ムシトリスミレ属について 2. Sect. Orcheosanthus の核型（㐧1報）	12		「㐧」は「第」の略字。
39		5	小池 常雄	東海地方の食虫植物（Ⅰ）	15		
39		6	近藤 誠宏・近藤 勝彦	新輸入の食虫植物(6)	17		
39		7	村田 弘之	食虫植物の登録制度に関する知見	19		
39		8	黄野瀬 和夫	私の食虫植物展	21		
39		9	日下部 勇	食虫植物の切手	22		
39		10	文献紹介	喜望峰の肉食植物（その2）	24		
39		11	質疑応答	（ハエトリシメジ・他）	29		
39		12	短信		31		
39		13	交換欄		37		
39		14	会からのお知らせ		37		
39		15	編集後記		40		
40		1	小宮 定志	ヨーロッパ報り（その4）	1		記載のまま：報り
40		2	近藤 勝彦	オーストラリア採集談	7		近藤氏の講演を平野氏と日下部氏がまとめたもの。
40		3	村田 弘之	中・南米の食虫植物(3)	13		
40		4	小池 常雄	東海地方南部の食虫植物（Ⅱ）	19		
40		5	小宮 定志	ドイツコモウセンゴケの同定について	26		
40		6	近藤 勝彦	Nepenthes 実生の観察(5)	29		
40		7	志方 欽二	服部他之助氏のこと	31		志方氏蒐集の資料を日下部氏がまとめたもの。
40		8	村田 弘之	ウツボカヅラ交友録	34		記載のまま：ウツボカヅラ→ウツボカズラ
40		9	村田 弘之	食虫植物の登録制度に関する私見（その2）	38		
40		10	文献紹介	ドロセラ・ブレビフォリアの同定について	39		
40		11	文献紹介	希望峰の肉食植物（その3）	44		
40		12	質疑応答		48		
40		13	短信		50		
40		14	交換欄		54		
40		15	会からのお知らせ		54		
40		16	編集後記		57		
41		1	近藤 勝彦	オーストラリアの食虫植物（その1）	1		
41		2	村田 弘之	中・南米の食虫植物(4)	5		
41		3	小宮 定志	ウツボカズラ捕虫袋内の消化酵素（抄説）	8		
41		4	棚橋 光彦	ニューカレドニア・オーストラリア植物採集旅日記 (1)ニューカレドニア編	11		
41		5	三木 雅博	香川県の食虫植物	13		
41		6	近藤 勝彦	Nepenthes 実生の観察(6)	16		
41		7	近藤 誠宏・近藤 勝彦	新輸入の食虫植物(7)	18		
41		8	川崎 甲子雄	ディオネアについて	20		
41		9	倉田 重夫	茂原採集記	22		
41		10	質疑応答		23		
41		11	短信		25		
41		12	会員紹介欄		35		
41		13	交換欄		35		
41		14	会からのお知らせ		36		
41		15	編集後記		40		
42		1	小宮 定志	台湾の食虫植物を訪ねて	1		
42		2	近藤 勝彦	オーストラリアの食虫植物 Ⅱ．Drosera	6		
42		3	村田 弘之	中南米の食虫植物(5)	14		訂正した：(4)→(5)、食虫食物→食虫植物
42		4	倉田 重夫	＜フイリッピン産ネペンテス＞Nepenthes truncata Macf. について	19		記載のまま：フイリッピン→フィリピン
42		5	木村 亘	タイ国と南洋のネペンテス	25		
42		6	小宮 定志・近藤 勝彦・日下部 勇・斉藤 常夫	サスマタモウセンゴケとヨツマタモウセンゴケの問題点	26		
42		7	近藤 勝彦・近藤 誠宏	Nepenthes 実生の観察(7)	34		
42		8	日下部 勇	食虫植物種子の観察	35		
42		9	近藤 勝彦・近藤 誠宏	新輸入の食虫植物(8)	38		
42		10	三木 雅博	香川県の食虫植物 追記	40		
42		11	平野 正治	名鉄デパート食虫植物展示会について	41		
42		12	文献紹介	Hargrave, A. L.：私のセファロタス	43		
42		13	短信欄		44		
42		14	交換欄		53		
42		15	会からのお知らせ		54		
42		16	編集後記		56		
42		17	会員名簿	昭和42年10月現在	57		
43		1	豊島 正己	ミンダナオ島の Nepenthes その栽培法	1		「正己」は「正巳」では？
43		2	日下部 勇	ヒョウタンウツボカヅラのこと	6		記載のまま：ウツボカヅラ→ウツボカズラ
43		3	倉田 重夫	西濠産の二花性モウセンゴケ（D. pygmaea 類似種）について≪中間報告≫	7		
43		4	日下部 勇	Drosera cuneifolia Thunb	11		
43		5	石津 汪	モウセンゴケの薬効	15		
43		6	日下部 勇	食虫植物種子の観察（その2）	17		
43		7	小池 常雄	枝の出たミミカキグサ	21		
43		8	石津 汪	ムジナモの切手	22		
43		9	村田 弘之	サスマタモウセンゴケの渡来、栽培史について	23		
43		10	志方 欽二	“人を喰う植物”の思い出	24		
43		11	平野 正治	H君のアメリカ土産	25		
43		12	短信		27		
43		13	質疑応答		31		
43		14	交換欄		33		
43		15	会からのお知らせ		34		
43		16	編集後記		37		
44		1	小宮 定志	Drosera の問題点	1		
44		2	日下部 勇	N. C. 産 Drosera sp. に就いて	8		N. C. 産→米国ノースカロライナ産
44		3	日下部 勇	Drosera burkeana に就いて	9		
44		4	日下部 勇	Drosera occidentalis に就いて	11		
44		5	山本 哲夫	ネペンテスの挿し木、接ぎ木に関する考察	13		
44		6	日下部 勇	食虫植物種子の観察（その3）	15		
44		7	山本 栄男	マルバミミカキグサの観察	17		
44		8	小宮 定志	マルバミミカキグサの学名	19		
44		9	平野 正治	食虫植物切手	22		
44		10	小堀 弘	イシモチソウ二題	23		
44		11	日下部 勇	Nepenthes Rajah Hook. f.	24		
44		12	短信		30		
44		13	質疑応答		34		
44		14	会からのお知らせ		37		
44		15	編集後記		42		
45		1	倉田 重夫	ミンドロ/北ボルネオ エクスペディション報告＜その1＞	1		
45		2	棚橋 光彦	ニューカレドニア・オーストラリア植物採集旅日記(2)オーストラリア編	18		
45		3	豊田 良男・松田 徳太郎	小規模温室の設備	25		
45		4	小宮 定志	タヌキモの捕虫作用の文献について	30		
45		5	山本 栄男	マルバミミカキグサの観察	32		
45		6	日下部 勇	食虫植物種子の観察（その4）	33		
45		7	石津 汪	（文献紹介）Drosera neocaledonica の記載	34		
45		8	短信		36		
45		9	質疑応答		39		
45		10	交換欄		41		
45		11	会からのお知らせ		42		
45		12	編集後記		48		
46		1	倉田 重夫	ミンドロ/北ボルネオ エクスペディション報告＜その2＞	1		訂正した：エキスペディション→エクスペディション、＜その1＞および本文中では「エクスペディション」と記載されている。
46		2	間瀬 美保子・岡林 悦子	庚申山見学会	22		
46		3	英 清道	軽井沢付近の食虫植物	28		
46		4	梅林 文夫	ナガバノモウセンゴケの新自生地	30		
46		5	山田 義子	袋井の食虫植物	31		
46		6	藤本 光博	福岡食虫植物展示会報告	32		
46		7	日下部 勇	食虫植物種子の観察（その5）	34		
46		8	短信		35		
46		9	交換欄		40		
46		10	会からのお知らせ		41		
46		11	編集後記		43		
47		1	倉田 重夫	ミンドロ/北ボルネオ エクスペディション報告＜その3＞	1		訂正した：エキスペディション→エクスペディション、＜その1＞および本文中では「エクスペディション」と記載されている。
47		2	小川高校生物部	モウセンゴケの繁殖について	24		
47		3	石津 汪	佐賀大博覧会に食虫植物の出品展示を	27		
47		4	平野 正治	ドロセラの珍種（？）について	29		
47		5	日下部 勇	食虫植物種子の観察（その6）	31		
47		6	日下部 勇	ヴィーチ商会のこと	32		
47		7	質疑応答		34		
47		8	短信		35		
47		9	交換欄		37		
47		10	会からのお知らせ		37		
47		11	編集後記				頁数なし。
48		1	豊島 正己	東南アジア食虫植物採集記	1		本文中では「東南アジアへ食虫植物を訪ねて」。記載のまま：正己→正巳？
48		2	小池 常雄・鬼頭 真人	静岡県中西部におけるミミカキグサ節の分布と奇形種の生態的要因の一考察	4		
48		3	日下部 勇	Drosera dichrosepala Turcz	10		
48		4	日下部 勇	食虫植物種子の観察（その7）	12		
48		5	斎藤 常夫	食虫雑記帳	13		
48		6	近藤 誠宏	“赤花長葉石持草”天然記念物に指定されて	16		
48		7	石津 汪・小宮 定志	佐賀博について	19		
48		8	倉田 重夫	ネペンテス・ノート（Ⅰ）‐各部分、特に捕虫器官細部の呼称について	22		
48		9	短信		27		
48		10	質疑応答		29		
48		11	交換欄		30		
48		12	会からのお知らせ		33		
48		13	編集後記		36		
48		14	付録	食虫植物種子の写真集〔植物と自然　巻　号から〕			頁数なし。
48		15	会員名簿				頁数なし。
49		1	静岡県立藤枝西高生物部	東部遠州を中心とする食虫植物の実態と保護対策	1		最後に（小宮記）あり。
49		2	倉田 重夫	ネペンテス・ノート（Ⅱ）ミンダナオ島産 N. alata(?) と N. hybrida との関係	11		本文に合わせ修正した。N. alata(?) N. hybrida の間に“と”が入る。
49		3	三木 雅博	御蔵島のモウセンゴケ	15		
49		4	石津 汪	佐賀大博覧会の食虫植物展示報告	16		
49		5	日下部 勇	服部他之助先生のこと	20		
49		6	平野 正治	食虫植物栽培ヒント	28		
49		7	野元 武夫	ピングイクラ・コーダタの栽培について	30		記載のまま:ピングイクラ
49		8	短信		33		
49		9	交換欄		36		
49		10	会からのお知らせ		37		
49		11	編集後記		41		
50		1	根津 文雄	創立20周年記念号に寄せて	1		
50		2	志方 欽二	食虫植物研究会が成人式を迎える	2		
50		3	近藤 勝彦	食虫植物の染色体数	3		
50		4	上野 雄規	宮城県食虫植物自生地目録	10		
50		5	渥美 比呂志	ミュンヘンから来た食虫植物	16		
50		6	日下部 勇	Drosera brevifolia の開花	18		
50		7	日下部 勇	食虫植物種子の観察（その8）	19		
50		8	笠原 一浩	食虫植物栽培ヒント	23		
50		9	鬼頭 三郎	暖地性モウセンゴケ類の越冬について	25		
50		10	倉田 重夫	ネペンテス・ノート（Ⅲ）	28		
50		11	斎藤 常夫	食虫雑記帳	33		
50		12	小宮 定志	20年間の思い出と記録	36		
50		13	間瀬 美保子	遠州森町での見学会に参加して	45		
50		14	星野 清治	庚申山＜コウシンソウ＞見学記	46		
50		15	質疑応答		48		
50		16	短信		51		
50		17	交換欄		54		
50		18	会からのお知らせ		56		
50		19	編集後記		60		
51		1	豊島 正己	東南アジアに食虫植物を訪ねて（その2）	1		名前は正己と記載されている。正巳ではない。
51		2	渥美 比呂志	ミュンヘンから来た食虫植物（その2）	4		
51		3	日下部 勇	食虫植物種子の観察（その9）	5		
51		4	平野 正治	Drosera macrantha Endl. について	6		
51		5	小堀 弘	食虫植物のチリ紙栽培	8		
51		6	鬼頭 三郎	ダーリングトニア玉砕記	9		
51		7	笠原 一浩	セファロタス群植の夢	16		
51		8	緑川 栄一	冷房室の設計	17		
51		9	日下部 勇	温室加温の自動化に就いて	20		
51		10	村田 弘之	南西諸島の食虫植物	24		
